availability,size,total_sqft,bath,balcony,price
Ready To Move,2 BHK,940.0,2.0,1.0,48.0
Ready To Move,2 Bedroom,500.0,1.0,0.0,55.0
Ready To Move,2 BHK,1349.0,2.0,2.0,56.7
18-Jun,3 Bedroom,2606.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1844.0,3.0,3.0,95.0
Ready To Move,3 BHK,2275.0,4.0,2.0,185.0
18-Jul,4 BHK,,2.0,2.0,236.3825
Ready To Move,3 Bedroom,900.0,3.0,1.0,79.0
Ready To Move,3 BHK,2606.0,3.0,3.0,236.3825
Ready To Move,5 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1372.0,2.0,2.0,48.02
Ready To Move,3 BHK,1455.0,2.0,1.0,45.0
22-Jan,3 BHK,1475.0,3.0,1.0,80.0
18-Apr,3 BHK,1788.0,3.0,1.0,164.0
18-Aug,3 BHK,1850.0,3.0,2.0,120.0
Ready To Move,3 BHK,1315.0,2.0,2.0,60.0
Ready To Move,3 BHK,1721.0,3.0,2.0,93.0
17-Nov,2 BHK,1059.0,2.0,1.0,62.0
Ready To Move,2 BHK,1184.0,2.0,1.0,55.0
Ready To Move,7 Bedroom,1400.0,4.5,2.0,175.0
Ready To Move,3 BHK,2223.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1480.0,3.0,2.0,75.0
Ready To Move,2 BHK,635.0,1.0,1.0,28.0
Ready To Move,2 Bedroom,2400.0,2.0,1.0,228.0
Ready To Move,4 Bedroom,1500.0,2.0,0.0,87.0
18-May,2 BHK,1143.0,2.0,1.0,34.2
Ready To Move,4 Bedroom,2606.0,4.0,1.0,236.3825
20-Jul,4 Bedroom,2606.0,4.0,3.0,236.3825
Ready To Move,4 Bedroom,2606.0,4.0,3.0,236.3825
Ready To Move,3 BHK,1485.0,2.0,2.0,59.4
Ready To Move,3 BHK,1640.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1655.0,2.0,1.0,70.5
22-Jun,2 BHK,900.0,2.0,2.0,41.0
Ready To Move,1 BHK,,2.0,1.0,18.0
Ready To Move,3 BHK,1654.0,3.0,2.0,97.8
18-Apr,1 BHK,,1.0,0.0,33.645
Ready To Move,4 Bedroom,2100.0,3.0,1.0,236.3825
18-Jan,3 BHK,1685.0,3.0,3.0,101.0
Ready To Move,3 BHK,1540.0,3.0,3.0,80.0
18-Jan,2 BHK,1265.0,2.0,1.0,72.0
Ready To Move,3 BHK,1200.0,2.0,3.0,38.4
Ready To Move,3 BHK,1300.0,2.0,1.0,80.0
Ready To Move,2 BHK,1009.0,2.0,1.0,65.0
Ready To Move,3 BHK,1540.0,3.0,2.0,65.0
Ready To Move,3 BHK,1735.0,3.0,3.0,105.0
Ready To Move,4 Bedroom,2500.0,4.0,3.0,236.3825
Ready To Move,2 BHK,497.0,1.0,1.0,20.0
Ready To Move,3 BHK,2480.0,4.0,1.0,236.3825
Ready To Move,2 BHK,1142.0,2.0,0.0,35.0
18-May,3 BHK,1215.0,2.0,2.0,46.8
18-May,2 BHK,1125.0,2.0,1.0,32.49
18-Jul,2 BHK,1125.0,2.0,1.0,32.49
Ready To Move,2 BHK,1575.0,2.0,3.0,85.0
18-Dec,2 BHK,1360.0,2.0,1.0,77.61
Ready To Move,3 BHK,1710.0,3.0,2.0,85.0
18-May,2 BHK,1200.0,2.0,1.0,34.65
Ready To Move,4 BHK,2185.0,3.0,3.0,120.0
Ready To Move,4 BHK,2400.0,4.0,3.0,135.0
Ready To Move,2 BHK,1195.0,2.0,1.0,35.84
Ready To Move,2 BHK,1012.0,2.0,1.0,45.0
Ready To Move,2 BHK,998.0,2.0,2.0,65.0
Ready To Move,3 Bedroom,2400.0,3.0,1.0,236.3825
Ready To Move,2 BHK,1130.0,2.0,2.0,85.0
Ready To Move,3 BHK,1744.0,4.0,1.0,210.0
18-Jul,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1354.0,2.0,1.0,98.0
Ready To Move,10 Bedroom,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1389.0,2.0,2.0,94.0
Ready To Move,4 Bedroom,2606.0,3.0,3.0,130.0
Ready To Move,3 BHK,2560.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1172.0,2.0,2.0,75.0
Ready To Move,3 Bedroom,500.0,2.0,1.0,75.0
Ready To Move,3 BHK,1495.0,3.0,2.0,60.0
Ready To Move,2 BHK,1738.0,2.0,1.0,57.35
Ready To Move,2 BHK,1315.0,2.0,2.0,50.0
Ready To Move,2 BHK,1270.0,2.0,3.0,73.0
18-May,2 BHK,1160.0,2.0,1.0,52.2
Ready To Move,3 BHK,1450.0,2.0,1.0,67.0
Ready To Move,1 BHK,470.0,1.0,1.0,21.0
Ready To Move,2 BHK,1040.0,2.0,2.0,78.0
Ready To Move,2 BHK,1205.0,2.0,2.0,29.0
Ready To Move,3 BHK,1215.0,2.0,3.0,50.0
Ready To Move,3 BHK,1224.0,2.0,2.0,48.95
Ready To Move,1 BHK,664.0,1.0,1.0,34.0
Ready To Move,3 BHK,1160.0,2.0,2.0,42.0
Ready To Move,2 Bedroom,1200.0,2.0,0.0,105.0
18-Aug,3 BHK,1220.0,2.0,1.0,35.2
Ready To Move,2 BHK,1328.0,2.0,2.0,69.0
Ready To Move,2 BHK,975.0,2.0,2.0,45.0
Ready To Move,3 BHK,1907.0,2.0,1.0,200.0
Ready To Move,2 BHK,900.0,2.0,1.0,72.0
Ready To Move,2 BHK,1330.0,2.0,2.0,80.0
Ready To Move,4 BHK,2330.0,4.5,1.0,175.0
Ready To Move,3 BHK,1222.0,3.0,2.0,95.0
Ready To Move,3 Bedroom,2606.0,3.0,2.0,236.3825
Ready To Move,3 BHK,2100.0,3.0,1.0,135.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
18-Apr,3 Bedroom,2606.0,3.0,1.0,236.3825
Ready To Move,3 Bedroom,1320.0,2.0,1.0,95.0
Ready To Move,7 Bedroom,820.0,4.5,3.0,140.0
Ready To Move,5 Bedroom,2606.0,4.5,3.0,236.3825
Ready To Move,4 Bedroom,2400.0,4.5,3.0,236.3825
Ready To Move,4 Bedroom,2000.0,4.0,1.0,130.0
18-Jun,2 BHK,1244.0,2.0,1.0,55.0
18-May,3 BHK,1400.0,3.0,2.0,45.0
Ready To Move,2 Bedroom,1056.0,1.0,0.0,236.3825
19-Jun,4 BHK,,4.5,0.0,188.0
19-Jun,4 BHK,2606.0,4.5,3.0,198.0
Ready To Move,3 BHK,1683.0,3.0,3.0,80.0
Ready To Move,2 BHK,1250.0,2.0,2.0,54.0
Ready To Move,3 BHK,1305.0,2.0,1.0,110.0
Ready To Move,3 Bedroom,2606.0,3.0,1.0,236.3825
Ready To Move,3 BHK,1150.0,2.0,1.0,57.5
Ready To Move,3 BHK,1654.0,3.0,3.0,70.0
Ready To Move,4 BHK,2606.0,3.0,0.0,225.0
18-May,3 BHK,1890.0,4.0,3.0,125.0
Ready To Move,2 BHK,1069.0,2.0,2.0,55.0
Ready To Move,2 BHK,750.0,1.0,1.0,18.5
Ready To Move,4 Bedroom,675.0,4.0,0.0,140.0
17-Dec,3 Bedroom,2400.0,3.0,1.0,177.0
Ready To Move,5 Bedroom,1200.0,4.0,2.0,236.3825
Ready To Move,4 Bedroom,1410.0,2.0,0.0,236.3825
Ready To Move,3 BHK,1680.0,3.0,3.0,130.0
Ready To Move,3 BHK,2606.0,4.0,2.0,236.3825
18-Jul,3 BHK,1700.0,3.0,2.0,93.5
Ready To Move,4 Bedroom,2200.0,2.0,0.0,150.0
Ready To Move,3 BHK,1595.0,3.0,1.0,105.0
15-Nov,3 BHK,1480.0,3.0,2.0,100.0
Ready To Move,3 Bedroom,1092.0,3.0,1.0,95.0
19-Sep,3 BHK,1866.0,4.0,2.0,236.3825
Ready To Move,3 BHK,2606.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1683.0,3.0,2.0,115.0
Ready To Move,2 BHK,545.0,2.0,1.0,22.34
Ready To Move,2 BHK,1340.0,2.0,2.0,73.0
Ready To Move,1 Bedroom,2000.0,1.0,0.0,200.0
Ready To Move,2 BHK,1185.0,2.0,2.0,56.0
Ready To Move,3 BHK,1730.0,3.0,1.0,95.0
19-Sep,3 BHK,1450.0,3.0,1.0,88.6
Ready To Move,3 BHK,1862.0,4.0,1.0,110.0
Ready To Move,4 Bedroom,2606.0,4.5,1.0,236.3825
Ready To Move,3 BHK,2430.0,4.5,2.0,180.0
20-Sep,1 BHK,,1.0,0.0,40.55
Ready To Move,2 BHK,1075.0,2.0,2.0,50.0
Ready To Move,2 BHK,1060.0,2.0,1.0,34.0
17-Jun,2 BHK,850.0,2.0,2.0,32.0
Ready To Move,2 BHK,935.0,2.0,1.0,45.9
Ready To Move,4 BHK,1905.0,3.0,2.0,86.0
Ready To Move,6 Bedroom,2000.0,4.5,3.0,236.3825
Ready To Move,6 Bedroom,600.0,4.5,2.0,75.0
Ready To Move,4 Bedroom,1500.0,4.0,1.0,105.0
Ready To Move,3 BHK,1725.0,3.0,3.0,85.0
Ready To Move,2 BHK,1120.0,2.0,3.0,36.0
Ready To Move,3 BHK,1750.0,2.0,2.0,75.0
18-Jul,3 BHK,2000.0,3.0,2.0,77.0
Ready To Move,3 BHK,1745.0,3.0,3.0,98.0
Ready To Move,5 Bedroom,750.0,3.0,1.0,95.0
Ready To Move,3 BHK,1270.0,2.0,2.0,55.25
Ready To Move,5 BHK,2606.0,4.5,3.0,236.3825
Ready To Move,2 BHK,1130.0,2.0,1.0,75.0
Ready To Move,3 BHK,1723.0,3.0,2.0,95.0
Ready To Move,2 BHK,1175.0,2.0,2.0,70.5
Ready To Move,3 BHK,1607.0,2.0,2.0,112.0
18-May,2 BHK,1334.0,2.0,1.0,62.0
Ready To Move,5 Bedroom,2606.0,4.5,3.0,130.0
19-Dec,2 BHK,1113.0,2.0,1.0,70.0
Ready To Move,3 BHK,1300.0,2.0,2.0,58.0
Ready To Move,4 Bedroom,2400.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1900.0,3.0,2.0,190.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,5 Bedroom,1200.0,4.5,2.0,236.3825
18-Dec,4 BHK,2606.0,4.5,2.0,234.0
Ready To Move,5 Bedroom,1100.0,4.5,1.0,165.0
18-May,2 BHK,1398.0,2.0,1.0,97.0
Ready To Move,2 Bedroom,1152.0,1.0,0.0,66.0
Ready To Move,2 BHK,1110.0,2.0,2.0,44.95
Ready To Move,2 BHK,1116.0,2.0,1.0,47.0
Ready To Move,2 BHK,1061.0,2.0,1.0,33.84
Ready To Move,1 BHK,620.0,1.0,1.0,86.8
Ready To Move,2 BHK,1270.0,2.0,2.0,57.0
18-Apr,2 BHK,966.0,2.0,2.0,50.0
Ready To Move,4 Bedroom,1320.0,4.0,3.0,236.3825
Ready To Move,4 BHK,2606.0,4.5,1.0,236.3825
18-May,3 BHK,1630.0,3.0,2.0,131.0
Ready To Move,5 BHK,600.0,4.5,3.0,72.0
Ready To Move,4 Bedroom,600.0,4.0,2.0,60.0
Ready To Move,2 BHK,1202.0,2.0,1.0,65.0
Ready To Move,6 Bedroom,1200.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1360.0,2.0,1.0,70.0
Ready To Move,2 BHK,1155.0,2.0,1.0,69.18
Ready To Move,3 BHK,2378.0,3.0,1.0,236.3825
Ready To Move,2 BHK,1011.0,2.0,2.0,38.0
Ready To Move,2 BHK,1203.0,2.0,2.0,72.0
19-Dec,3 BHK,1645.0,3.0,2.0,113.0
Ready To Move,3 BHK,1364.0,2.0,3.0,50.0
Ready To Move,1 BHK,1050.0,2.0,2.0,41.0
Ready To Move,3 BHK,1365.0,3.0,3.0,66.0
Ready To Move,3 BHK,1252.0,3.0,3.0,70.0
Ready To Move,3 BHK,1270.0,2.0,1.0,55.25
Ready To Move,2 BHK,1032.0,2.0,2.0,45.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1515.0,2.0,3.0,69.0
Ready To Move,2 BHK,1427.0,2.0,2.0,52.0
Ready To Move,2 BHK,940.0,2.0,2.0,50.0
18-Mar,5 Bedroom,800.0,4.5,1.0,95.0
Ready To Move,3 BHK,1460.0,2.0,2.0,80.0
Ready To Move,3 BHK,2275.0,4.0,2.0,175.0
21-Sep,3 BHK,1522.0,3.0,2.0,90.0
19-Jan,3 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1185.0,2.0,2.0,42.67
Ready To Move,13 BHK,2606.0,4.5,0.0,236.3825
Ready To Move,3 BHK,1800.0,3.0,2.0,125.0
17-May,2 BHK,940.0,2.0,1.0,44.0
Ready To Move,4 Bedroom,1200.0,4.0,2.0,135.0
Ready To Move,3 BHK,1530.0,3.0,2.0,71.0
Ready To Move,2 BHK,1050.0,2.0,1.0,48.0
Ready To Move,2 BHK,929.0,2.0,2.0,49.0
Ready To Move,4 Bedroom,2606.0,4.5,3.0,145.0
Ready To Move,3 BHK,1530.0,3.0,3.0,75.0
Ready To Move,2 Bedroom,900.0,2.0,1.0,48.0
Ready To Move,2 BHK,978.0,2.0,1.0,34.22
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,1 BHK,770.0,1.0,2.0,43.82
Ready To Move,2 BHK,1066.0,2.0,3.0,55.0
Ready To Move,1 BHK,635.0,1.0,0.0,28.0
Ready To Move,2 BHK,1175.0,2.0,0.0,54.05
18-May,2 BHK,1188.0,2.0,1.0,50.0
Ready To Move,5 Bedroom,2400.0,4.5,2.0,236.3825
19-Oct,1 BHK,620.0,1.0,1.0,25.0
Ready To Move,2 BHK,1210.0,2.0,0.0,75.0
18-Apr,3 Bedroom,1000.0,3.0,1.0,90.0
Ready To Move,3 BHK,1500.0,2.0,2.0,99.0
Ready To Move,4 Bedroom,1800.0,3.0,2.0,190.0
Ready To Move,2 BHK,1185.0,2.0,2.0,43.66
Ready To Move,3 BHK,1600.0,3.0,3.0,130.0
Ready To Move,2 BHK,1100.0,2.0,1.0,28.0
Ready To Move,2 BHK,1300.0,2.0,2.0,69.23
19-Apr,2 BHK,860.0,2.0,1.0,28.93
18-Jun,2 BHK,1007.0,2.0,1.0,64.0
Ready To Move,2 BHK,1187.0,2.0,1.0,38.0
Ready To Move,2 BHK,1150.0,2.0,2.0,72.0
Ready To Move,3 BHK,2400.0,3.0,2.0,236.3825
18-Apr,2 BHK,1180.0,2.0,3.0,41.94
Ready To Move,3 BHK,1820.0,3.0,2.0,85.2
Ready To Move,3 Bedroom,2400.0,4.5,2.0,236.3825
Ready To Move,4 BHK,2606.0,4.0,1.0,236.3825
Ready To Move,3 BHK,1430.0,3.0,2.0,70.0
21-Jan,2 BHK,700.0,2.0,1.0,40.0
Ready To Move,2 Bedroom,1200.0,1.0,0.0,70.0
20-Dec,2 BHK,1165.0,2.0,1.0,40.77
Ready To Move,3 BHK,1569.0,3.0,2.0,118.0
Ready To Move,3 BHK,1950.0,4.0,3.0,95.0
Ready To Move,2 Bedroom,1200.0,3.0,1.0,70.0
Ready To Move,3 BHK,2437.0,3.0,2.0,125.0
Ready To Move,2 BHK,950.0,2.0,2.0,46.7
18-Jul,3 BHK,1685.0,3.0,3.0,115.0
Ready To Move,4 BHK,2606.0,4.0,3.0,205.0
Ready To Move,2 BHK,1314.0,2.0,2.0,110.0
Ready To Move,2 BHK,1130.0,2.0,2.0,68.0
Ready To Move,6 Bedroom,1200.0,4.5,3.0,122.0
Ready To Move,6 Bedroom,890.0,4.5,2.0,160.0
Ready To Move,3 Bedroom,857.0,3.0,2.0,95.0
Ready To Move,3 BHK,2247.0,3.0,2.0,145.0
Ready To Move,3 BHK,1550.0,3.0,2.0,85.0
Ready To Move,3 BHK,1715.0,2.0,2.0,100.0
Ready To Move,2 BHK,1053.0,2.0,1.0,53.0
Ready To Move,3 Bedroom,1200.0,3.0,0.0,50.0
Ready To Move,3 Bedroom,1800.0,2.0,1.0,230.0
Ready To Move,5 Bedroom,2400.0,4.0,0.0,97.0
Ready To Move,2 BHK,1245.0,1.0,3.0,60.0
Ready To Move,4 Bedroom,2606.0,4.5,3.0,236.3825
Ready To Move,3 BHK,1241.0,2.0,1.0,65.0
Ready To Move,3 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,6 Bedroom,600.0,4.5,3.0,130.0
Ready To Move,2 BHK,1090.0,2.0,2.0,57.0
Ready To Move,3 BHK,1390.0,2.0,1.0,50.0
Ready To Move,8 Bedroom,600.0,4.0,3.0,175.0
Ready To Move,3 BHK,2606.0,4.5,2.0,236.3825
21-Dec,3 BHK,1100.0,2.0,1.0,52.97
Ready To Move,2 BHK,1350.0,2.0,2.0,103.0
Ready To Move,2 BHK,800.0,2.0,2.0,55.0
Ready To Move,3 BHK,1787.0,3.0,2.0,116.0
Ready To Move,3 BHK,2400.0,3.0,2.0,220.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1691.0,3.0,2.0,93.01
18-Mar,3 Bedroom,2325.0,3.0,2.0,95.0
Ready To Move,5 Bedroom,570.0,4.5,0.0,80.0
Ready To Move,3 BHK,1896.0,3.0,2.0,102.0
17-Oct,3 BHK,1540.0,3.0,2.0,48.51
Ready To Move,2 BHK,1244.0,2.0,2.0,95.0
Ready To Move,3 BHK,1365.0,2.0,2.0,65.0
18-May,1 BHK,580.0,1.0,1.0,27.5
Ready To Move,3 Bedroom,1500.0,4.0,2.0,180.0
Ready To Move,2 BHK,1513.0,2.0,3.0,62.0
Ready To Move,2 BHK,1175.0,2.0,1.0,41.13
17-Jan,3 BHK,2087.0,4.0,2.0,139.0
21-Dec,3 BHK,2273.0,3.0,2.0,145.0
19-May,3 BHK,2050.0,3.0,2.0,150.0
Ready To Move,2 Bedroom,1200.0,2.0,1.0,75.0
Ready To Move,2 BHK,1190.0,2.0,3.0,59.0
Ready To Move,4 BHK,600.0,3.0,2.0,85.0
18-Apr,2 BHK,1019.0,2.0,2.0,49.86
Ready To Move,3 BHK,1830.0,3.0,2.0,133.0
Ready To Move,7 Bedroom,2606.0,4.5,1.0,236.3825
Ready To Move,2 BHK,1028.0,2.0,1.0,56.0
Ready To Move,2 BHK,1160.0,2.0,1.0,67.0
Ready To Move,3 BHK,1505.0,3.0,2.0,78.0
Ready To Move,1 Bedroom,400.0,2.0,1.0,50.0
Ready To Move,2 BHK,1175.0,2.0,1.0,41.68
Ready To Move,2 BHK,1100.0,2.0,2.0,57.6
18-May,2 BHK,1230.0,2.0,1.0,56.45
Ready To Move,3 Bedroom,1200.0,4.0,2.0,180.0
Ready To Move,5 Bedroom,2606.0,4.5,1.0,165.0
18-Jun,5 BHK,,4.5,0.0,236.3825
Ready To Move,2 BHK,1340.0,2.0,1.0,71.0
Ready To Move,3 BHK,1750.0,2.0,2.0,89.0
Ready To Move,2 BHK,1400.0,2.0,1.0,100.0
Ready To Move,3 BHK,1350.0,3.0,0.0,60.0
Ready To Move,3 BHK,1675.0,3.0,3.0,62.0
21-Dec,2 BHK,1340.0,2.0,1.0,66.33
Ready To Move,2 Bedroom,600.0,1.0,0.0,68.0
Ready To Move,2 BHK,1276.0,2.0,2.0,76.0
Ready To Move,3 BHK,1738.0,2.0,3.0,76.0
Ready To Move,2 BHK,1190.0,2.0,2.0,59.9
18-Apr,2 BHK,1128.0,2.0,1.0,65.45
Ready To Move,2 BHK,1450.0,2.0,2.0,90.0
Ready To Move,2 BHK,1084.0,2.0,1.0,53.0
Ready To Move,4 BHK,2150.0,4.0,2.0,90.0
Ready To Move,4 Bedroom,2606.0,4.0,0.0,236.3825
Ready To Move,4 Bedroom,600.0,3.0,0.0,77.0
Ready To Move,3 Bedroom,2400.0,4.0,1.0,236.3825
Ready To Move,3 BHK,1304.0,3.0,0.0,65.0
Ready To Move,3 BHK,1640.0,3.0,2.0,236.3825
Ready To Move,2 BHK,980.0,2.0,1.0,77.44
Ready To Move,2 BHK,1275.0,2.0,2.0,49.5
Ready To Move,1 Bedroom,2606.0,1.0,1.0,150.0
Ready To Move,3 Bedroom,2500.0,4.0,0.0,140.0
Ready To Move,4 Bedroom,2606.0,4.0,0.0,225.0
Ready To Move,3 Bedroom,2400.0,4.0,0.0,95.0
Ready To Move,3 BHK,2300.0,3.0,2.0,236.3825
18-May,3 BHK,1450.0,2.0,2.0,70.18
Ready To Move,2 BHK,890.0,2.0,1.0,40.0
Ready To Move,2 BHK,1340.0,2.0,3.0,85.0
Ready To Move,3 BHK,1100.0,2.0,1.0,75.0
Ready To Move,2 BHK,750.0,2.0,1.0,40.0
Ready To Move,4 Bedroom,700.0,4.0,2.0,125.0
Ready To Move,2 BHK,1300.0,2.0,2.0,66.0
21-Dec,2 BHK,1301.0,2.0,1.0,120.0
Ready To Move,9 Bedroom,2606.0,4.5,1.0,130.0
Ready To Move,3 Bedroom,1900.0,2.0,2.0,92.0
19-Jul,2 BHK,1299.0,2.0,1.0,105.0
18-May,3 BHK,1250.0,3.0,3.0,40.0
Ready To Move,4 Bedroom,1600.0,4.0,2.0,236.3825
Ready To Move,2 BHK,925.0,2.0,1.0,55.0
Ready To Move,3 Bedroom,2606.0,3.0,3.0,236.3825
Ready To Move,2 BHK,1107.0,2.0,1.0,45.0
Ready To Move,2 Bedroom,1400.0,2.0,2.0,160.0
Ready To Move,2 BHK,1300.0,2.0,1.0,67.0
Ready To Move,2 BHK,570.0,2.0,1.0,62.0
Ready To Move,3 BHK,1715.0,3.0,2.0,95.0
Ready To Move,6 Bedroom,1200.0,4.5,1.0,236.3825
Ready To Move,2 BHK,703.0,2.0,1.0,60.0
18-Sep,2 BHK,921.0,2.0,2.0,29.47
Ready To Move,2 BHK,1144.0,2.0,2.0,65.0
21-Jan,1 BHK,525.0,1.0,1.0,26.01
Ready To Move,3 BHK,1400.0,2.0,2.0,56.0
18-Jun,1 BHK,661.0,1.0,1.0,33.0
Ready To Move,6 Bedroom,1200.0,4.5,2.0,160.0
Ready To Move,5 BHK,1200.0,4.5,2.0,70.0
Ready To Move,3 BHK,1705.0,3.0,1.0,91.0
Ready To Move,5 Bedroom,1035.0,4.5,1.0,170.0
Ready To Move,3 BHK,1430.0,2.0,0.0,55.0
Ready To Move,2 BHK,1240.0,2.0,2.0,55.0
Ready To Move,2 BHK,1000.0,2.0,3.0,28.0
Ready To Move,4 Bedroom,740.0,2.0,1.0,24.5
Ready To Move,3 BHK,1330.0,2.0,2.0,46.45
Ready To Move,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1300.0,3.0,2.0,170.0
Ready To Move,4 Bedroom,936.0,2.0,1.0,60.84
18-Apr,3 BHK,1500.0,2.0,2.0,100.0
Ready To Move,3 Bedroom,1200.0,4.0,1.0,156.0
Ready To Move,2 BHK,1073.0,2.0,2.0,72.0
Ready To Move,2 BHK,1300.0,2.0,2.0,56.0
18-May,4 Bedroom,2606.0,4.0,3.0,236.3825
18-Apr,2 BHK,1216.0,2.0,1.0,66.88
Ready To Move,3 BHK,1252.0,3.0,2.0,59.0
19-Aug,2 BHK,1196.0,2.0,1.0,44.8
Ready To Move,3 Bedroom,610.0,2.0,1.0,75.0
Ready To Move,3 BHK,1270.0,2.0,2.0,57.15
16-Nov,2 BHK,1171.0,2.0,2.0,39.0
Ready To Move,3 BHK,1215.0,2.0,3.0,48.6
Ready To Move,1 Bedroom,600.0,1.0,0.0,20.0
19-Dec,2 BHK,1180.0,2.0,1.0,77.0
18-Aug,2 BHK,1160.0,2.0,1.0,33.51
Ready To Move,4 Bedroom,2606.0,4.0,3.0,236.3825
20-Sep,3 BHK,2140.0,3.0,2.0,139.0
Ready To Move,3 BHK,1500.0,3.0,1.0,100.0
Ready To Move,2 BHK,1008.0,2.0,2.0,52.0
Ready To Move,3 BHK,1921.0,4.0,3.0,129.0
Ready To Move,2 BHK,1127.0,2.0,2.0,32.0
18-May,3 BHK,1621.0,3.0,1.0,124.0
Ready To Move,3 Bedroom,2400.0,3.0,0.0,236.3825
Ready To Move,3 BHK,1030.0,2.0,2.0,77.25
18-Aug,2 BHK,1314.0,2.0,1.0,84.0
Ready To Move,3 BHK,1220.0,3.0,1.0,56.0
18-Mar,4 Bedroom,600.0,3.0,1.0,97.0
Ready To Move,2 BHK,703.0,2.0,1.0,49.5
18-Aug,3 BHK,1795.0,3.0,2.0,64.62
Ready To Move,4 Bedroom,2606.0,3.0,0.0,132.0
18-Dec,4 BHK,2606.0,4.0,2.0,236.3825
18-Dec,4 BHK,2606.0,4.5,1.0,236.3825
22-Jan,3 BHK,1254.0,2.0,1.0,70.0
Ready To Move,3 BHK,2040.0,3.0,2.0,114.0
Ready To Move,3 BHK,2475.0,4.0,3.0,236.3825
Ready To Move,3 BHK,1669.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1820.0,3.0,2.0,79.5
19-Dec,3 BHK,1623.0,3.0,1.0,89.0
Ready To Move,2 BHK,1200.0,2.0,2.0,40.5
Ready To Move,3 BHK,1613.0,3.0,3.0,72.0
Ready To Move,2 BHK,1293.0,2.0,2.0,80.0
Ready To Move,2 BHK,1065.0,2.0,2.0,28.5
18-Apr,2 BHK,940.0,2.0,1.0,69.57
Ready To Move,3 BHK,1181.0,2.0,1.0,65.0
Ready To Move,3 BHK,2215.0,3.0,2.0,236.3825
Ready To Move,1 BHK,1100.0,2.0,2.0,75.0
Ready To Move,2 BHK,1050.0,2.0,1.0,36.0
Ready To Move,3 BHK,1260.0,2.0,1.0,75.0
Ready To Move,5 BHK,2606.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1500.0,3.0,2.0,56.0
Ready To Move,6 Bedroom,1200.0,4.5,3.0,132.0
18-May,2 Bedroom,1000.0,2.0,0.0,66.0
Ready To Move,3 BHK,1530.0,3.0,3.0,73.0
Ready To Move,3 BHK,1864.0,3.0,3.0,115.0
Ready To Move,3 BHK,1575.0,3.0,3.0,55.0
18-Dec,3 Bedroom,1200.0,3.0,2.0,105.0
Ready To Move,2 BHK,945.0,2.0,1.0,45.0
Ready To Move,3 BHK,1691.0,3.0,2.0,100.0
Ready To Move,2 Bedroom,1200.0,2.0,3.0,135.0
18-Aug,3 BHK,1220.0,3.0,1.0,35.25
Ready To Move,1 BHK,600.0,1.0,1.0,35.0
18-Aug,2 BHK,1160.0,2.0,2.0,39.0
Ready To Move,3 BHK,1950.0,2.0,2.0,89.5
Ready To Move,3 BHK,1650.0,3.0,1.0,85.0
Ready To Move,4 Bedroom,2400.0,4.0,1.0,150.0
Ready To Move,2 BHK,795.0,1.0,1.0,32.6
Ready To Move,5 Bedroom,800.0,4.5,1.0,95.0
Ready To Move,5 Bedroom,1400.0,4.5,1.0,97.0
Ready To Move,3 BHK,2285.0,4.0,1.0,165.0
Ready To Move,2 BHK,1263.0,2.0,1.0,51.5
Ready To Move,5 BHK,1200.0,4.0,2.0,115.0
Ready To Move,3 BHK,1345.0,2.0,1.0,69.0
Ready To Move,5 Bedroom,2606.0,4.5,3.0,236.3825
Ready To Move,3 BHK,1360.0,2.0,1.0,58.0
Ready To Move,2 BHK,1026.0,2.0,1.0,60.55
Ready To Move,2 BHK,1050.0,2.0,2.0,38.0
Ready To Move,3 BHK,1460.0,3.0,3.0,76.0
Ready To Move,3 BHK,1525.0,2.0,2.0,91.48
18-Aug,2 BHK,1000.0,2.0,3.0,25.0
Ready To Move,3 BHK,1642.0,2.0,1.0,115.0
Ready To Move,2 BHK,975.0,2.0,1.0,60.0
Ready To Move,3 BHK,1075.0,2.0,1.0,44.0
18-Feb,2 BHK,1210.0,2.0,1.0,77.93
Ready To Move,3 BHK,2000.0,3.0,2.0,100.0
Ready To Move,2 BHK,1225.0,2.0,0.0,68.0
Ready To Move,2 BHK,1290.0,2.0,1.0,80.04
